gene_name	n_syn	n_mis	n_non	n_spl	n_ind	wmis_cv	wnon_cv	wspl_cv	wind_cv	pmis_cv	ptrunc_cv	pallsubs_cv	pind_cv	qmis_cv	qtrunc_cv	qallsubs_cv	qind_cv	pglobal_cv	qglobal_cv
EIF2S3B	31	6	0	0	0	0.19122143057644228	0	0	0	1.4465799427543224e-5	0.09051657022942161	3.488825230435477e-5	1	0.004469243175519068	0.9790755787452324	0.008084106462523348	1	3.929589592770455e-4	0.07081993688304086
USP9X	0	4	3	2	7	41.708836333952064	456.81022960765887	456.81022960765887	2.1060160481693124	0.1113338249193162	9.242649184548757e-5	2.2312917665312515e-4	0.16084147544183292	0.675099813486543	0.05803191088001839	0.039453848859904876	1	4.032099008580703e-4	0.07200071110368331
CCL23	0	0	2	1	0	0	1540.2994389287237	1540.2994389287237	0	0.8654444494607201	1.9366621281768914e-5	3.997402437638797e-5	1	0.9515866181917966	0.017950091268016673	0.009047144307697855	1	4.4480219015996525e-4	0.07870572572066875
GAL3ST2	0	13	0	0	1	305.98708295499466	0	0	1.9423907411686885	3.1145994612735706e-5	0.9501810932771529	1.2611086218250467e-4	0.3355037379018824	0.008915082928563056	0.9790755787452324	0.025305379603301762	1	4.68399012351961e-4	0.08213439978755468
EEF2	12	2	0	1	7	0.12525415399460924	0.8691115138443192	0.8691115138443192	6.315596437816238	8.716434526233607e-4	0.8906327796884975	0.0034754557404091946	0.012427045408066663	0.1163026605818183	0.9790755787452324	0.3056187827628494	0.7299245445344666	4.772416941973834e-4	0.08274801075907984
ZNF43	7	35	0	0	3	3.576158761420688	0	0	2.838878775554237	4.738272528792553e-4	0.21892635371574287	3.1748622617167044e-4	0.13702680224793612	0.0724544923764663	0.9790755787452324	0.04945851502214754	1	4.804010077977816e-4	0.08274801075907984
MAP1LC3A	0	2	0	0	4	111.67335983170003	0	0	24.60361605480339	0.03496935446885452	0.953851835881731	0.10220145031437833	4.3414279811496224e-4	0.6344650149133843	0.9790755787452324	0.9098089174947182	0.23894300985683262	4.89088394711179e-4	0.0835054080233192
GNPTG	0	1	0	0	8	28.06094716570989	0	0	18.563207322785793	0.26247766619744495	0.9334823395184509	0.5089038678872269	8.869437186204567e-5	0.6849084872670016	0.9790755787452324	0.9950479874714564	0.12206965889712716	4.967682553959074e-4	0.08407910715674732
CBL	2	7	1	5	3	2.4132610055802837	19.383436447274196	19.383436447274196	2.563441805048424	0.23484310493881932	7.055573549052951e-5	2.957248040487137e-4	0.15782563154223034	0.6849084872670016	0.04735506329612643	0.04796656321670136	1	5.121117859574476e-4	0.0859288258782393
PDPR	1	22	0	0	0	14.926184549820242	0	0	0	3.992264353824826e-5	0.5806813024843833	5.041438020469968e-5	1	0.01073735762331661	0.9790755787452324	0.011150744276184938	1	5.492764744405854e-4	0.09137707092744918
ACTG1	8	0	0	0	4	0	0	0	8.244828784322413	0.0012328058143219467	0.34896551719926794	0.004285946810277941	0.012309650173648814	0.1509140400626564	0.9790755787452324	0.34794551266929646	0.7293710992457403	5.72418474891756e-4	0.09416053179168449
ECM1	0	0	2	0	5	0	374.61035931957014	374.61035931957014	6.82230550815411	0.7979680714891587	0.003910355699839774	0.0035930965380546187	0.014775581693618742	0.9515866181917966	0.6752087895231966	0.31221442418167455	0.7796115463591231	5.756834814637513e-4	0.09416053179168449
ZNF780B	1	22	0	0	1	14.251826061101145	0	0	0.9292732682569625	6.0053587112918194e-5	0.6248466514020093	1.0593571978023686e-4	0.5094411242279837	0.0145882973900467	0.9790755787452324	0.02191753956982231	1	5.843180929855363e-4	0.09477639468225398
COL16A1	0	9	1	4	5	122.06323043862001	470.56518921294463	470.56518921294463	2.414373538088183	0.005658961059051948	8.159794505591123e-5	3.8733700901683044e-4	0.1416653044954107	0.3905887165013727	0.0529407467522752	0.05668516950002697	1	5.931962721796857e-4	0.09542125819591242
SLC44A2	0	1	0	1	11	19.448478235381693	174.99376966650897	174.99376966650897	11.973529442400807	0.34056085096997324	0.04826140697002601	0.14171545497061255	4.000022674554505e-4	0.7004095945984319	0.892695808374565	0.9568985027678297	0.23894300985683262	6.109656823197751e-4	0.09747406590714838
LRRC74B	0	10	0	1	2	269.84879363839883	275.3494774766803	275.3494774766803	3.9440911232890934	1.2959670920797972e-4	0.02991262920140514	5.288438277868401e-4	0.11402567596274515	0.02488190046723652	0.8900320297204208	0.07352440188602184	1	6.462028064183611e-4	0.1022576538546909
CERS2	0	1	1	0	7	25.623883831956757	192.8727195979155	192.8727195979155	14.23910063014212	0.28083356540072046	0.04359642531933916	0.12982158692967372	5.196169793922183e-4	0.6849084872670016	0.8900320297204208	0.9414478011664638	0.27334661856459835	7.153202009099191e-4	0.11160139505605361
PPP1CA	10	1	0	0	5	0.1242064489283961	0	0	11.330612656817351	0.009459224136446953	0.2342848602666947	0.022249872204409105	0.003052058592753123	0.5004112356454501	0.9790755787452324	0.8109953419225072	0.4368034444804911	7.196444707235905e-4	0.11160139505605361
H1-4	0	1	0	0	6	34.490678504293484	0	0	21.13674288344473	0.2235104598878781	0.9788745735878848	0.4742581847250875	1.4380426632592665e-4	0.6849084872670016	0.9811429373456196	0.9950479874714564	0.15550034665376866	7.22450461213664e-4	0.11160139505605361
IDH2	0	4	0	0	7	92.88669743167294	0	0	11.97593231806655	0.024877236882367537	0.9300379102475009	0.06695398476201497	0.0011214192509739118	0.6079574717268228	0.9790755787452324	0.8884328472409911	0.3220586851493135	7.88144602475227e-4	0.11993334009345266
UBA1	4	1	0	1	14	0.16454191820608094	1.4833796750364547	1.4833796750364547	10.245698470413876	0.06457089633693003	0.7346286826513494	0.12301963161726392	6.108221175359691e-4	0.6593357651908739	0.9790755787452324	0.9278728118509914	0.28997662672488056	7.887108267551346e-4	0.11993334009345266
REG3A	0	4	0	0	3	200.96384656811182	0	0	13.210464302152957	0.0032977402188164584	0.9452929486785983	0.011416039409322565	0.006766800019941907	0.28655006972787295	0.9790755787452324	0.5965855114234931	0.5987983056829957	8.086893437775355e-4	0.12201805726578258
SMPD4	5	4	6	0	2	0.6138108293484243	9.085085485863328	9.085085485863328	1.7878060109026686	0.4640677199073153	5.655334149269331e-4	2.8554923987966774e-4	0.27622319773218323	0.8298221497727134	0.24214206378368722	0.04725674813951444	1	8.24061159401146e-4	0.12211355487073394
KRTAP5-3	0	8	0	0	1	331.1381005812528	0	0	3.2427360072230416	7.75752693537024e-5	0.9563854840141931	3.3836458506086853e-4	0.23347449353399122	0.01728238077822483	0.9790755787452324	0.051731355044599754	1	8.252342319002848e-4	0.12211355487073394
CBFA2T2	0	8	1	2	2	154.90504143605378	697.8956663006721	697.8956663006721	2.5203704251262007	0.0026215598026207987	2.0138531416225014e-4	0.00040746954299941684	0.19528039937846034	0.25260415840698625	0.12249261733918865	0.05874805322178259	1	8.306288516163329e-4	0.12211355487073394
IGHV3-7	23	0	0	0	1	0	0	0	6.62405047629322	2.4030825806187206e-4	0.18835178889492699	6.162059616512394e-4	0.13043961960101427	0.041762142276038194	0.9790755787452324	0.08271608853503258	1	8.382405793015968e-4	0.12211355487073394
OTOP1	2	21	0	0	1	8.943791209662752	0	0	1.264296746698706	7.771190849081844e-5	0.587766498322251	1.854711975360912e-4	0.434771765246212	0.01728238077822483	0.9790755787452324	0.03471164796963922	1	8.406913456986409e-4	0.12211355487073394
TPM1	9	0	0	0	3	0	0	0	7.110219318589971	0.0010513587725619056	0.2165341165729201	0.00303624878494424	0.027336154979126056	0.1337493277721891	0.9790755787452324	0.2748723086053706	0.9709323367038496	8.629176609682432e-4	0.12429488784539965
MUC5AC	52	50	0	1	10	0.48553664260282536	0.16558321574453813	0.16558321574453813	1.3704932019917009	2.964364573592171e-4	0.014052669277308638	3.0370323081541084e-4	0.27524104263444754	0.048433015110941176	0.8900320297204208	0.048853551112323604	1	8.68480515154868e-4	0.12429488784539965
IGLV5-45	0	4	0	0	2	285.91952188717016	0	0	12.601852125631003	0.0011048756620886113	0.9590020087056982	0.004438784709273946	0.019289702397529848	0.13874387023801762	0.9790755787452324	0.3561068264572063	0.8591642276098878	8.875285189197113e-4	0.1260938327901698
MAP3K6	0	8	1	3	2	121.0639027431271	693.4014003134638	693.4014003134638	1.2025041205993898	0.006459877641483369	5.00857675308497e-5	2.2499882981141806e-4	0.38392621088987877	0.42192972622091374	0.037494976123863794	0.039453848859904876	1	8.946440296302427e-4	0.12618370574436988
CD63	0	1	0	0	6	39.352069526285305	0	0	19.456416043338248	0.20067869735327581	0.9399762137892548	0.42183909762094296	2.097050651368741e-4	0.6849084872670016	0.9790755787452324	0.9950479874714564	0.1855317903556417	9.140704059532601e-4	0.12799616101780037
NRBP2	0	12	0	0	1	266.94683604606985	0	0	1.5438524018452326	9.080156425222974e-5	0.9209246643499271	2.3331952272753753e-4	0.3874736988242614	0.019210452680493473	0.9790755787452324	0.04045634170127054	1	9.321866907172627e-4	0.12916539137251337
CALR	6	1	0	1	7	0.18165215783887323	1.7215356322596047	1.7215356322596047	12.978701770536237	0.05941265169766208	0.637364767258843	0.11748392702040578	7.89190975199753e-4	0.6560654474341984	0.9790755787452324	0.9259316552563779	0.3157394449798379	9.53685601493115e-4	0.12916539137251337
MED12	1	18	1	0	16	8.819251744076718	4.332536599202705	4.332536599202705	5.685567396433246	0.0026588112288973287	0.3168808858199068	0.010249375959288654	0.009110467572795272	0.2536818713689098	0.9790755787452324	0.5637778063558705	0.6641924980356316	9.598059797550906e-4	0.12916539137251337
CEL	2	10	0	0	10	3.9152895084787205	0	0	10.278699014937756	0.04288017464655425	0.5898038338710885	0.08730290924052475	0.0010703220456338774	0.6560654474341984	0.9790755787452324	0.8985716122782615	0.3220586851493135	9.604148462428741e-4	0.12916539137251337
DTX2	13	1	0	0	2	0.06566808846379019	0	0	2.4880061179014663	1.6388916575948986e-4	0.13916547541658053	4.7213785981792267e-4	0.19805334729678165	0.02981251142376365	0.9790755787452324	0.06659196596736265	1	9.610295487877396e-4	0.12916539137251337
ELOVL1	0	2	1	0	5	67.52001725021304	274.1859921312623	274.1859921312623	13.83953403082691	0.0752802972751414	0.030048030517082935	0.06183164857837098	0.001514412904769952	0.6642271450881339	0.8900320297204208	0.8884328472409911	0.34678273856991	9.622370401261016e-4	0.12916539137251337
MYO1C	0	4	0	1	13	64.36300417133212	140.99912969014	140.99912969014	9.469154863197357	0.053280889618943394	0.060330899224743106	0.09303637456729985	0.0010525609844873292	0.6560654474341984	0.9447455947413183	0.8990683190035618	0.3220586851493135	0.0010019143616417647	0.1335702817465432
SF3B1	0	8	0	0	12	103.47265190590973	0	0	7.126564650356845	0.010808307471055434	0.8999159477165115	0.022042051448067812	0.004484236741417793	0.5206905284171354	0.9790755787452324	0.807959490367593	0.5045155140748898	0.0010103596753197053	0.1337798688464132
C4A	11	1	0	0	1	0.05282375990651031	0	0	0.4441340433961643	6.0709622307530964e-5	0.05750190575321501	1.5030116281211647e-4	0.6794421525231158	0.0145882973900467	0.9234464468486607	0.029254618329750348	1	0.0010405463332702203	0.13684590426197005
TPP1	4	0	0	0	7	0	0	0	9.618966915042815	0.013647796097376319	0.3246944877664856	0.037728350775044994	0.0027664389819843263	0.5355659339502675	0.9790755787452324	0.8884328472409911	0.4141997565026379	0.001061218257058627	0.13801968436989287
CNOT6L	14	1	0	0	1	0.0642044368176326	0	0	1.393909902385444	1.1391485316070149e-4	0.0745503093284059	2.5430129860015693e-4	0.41147591688067675	0.022858130947627772	0.9790755787452324	0.043041047616986565	1	0.0010636535478567577	0.13801968436989287
TMEM147	0	2	0	0	5	77.97797456615751	0	0	17.222531238362375	0.061120675785116596	0.93730352827572	0.15753216537692416	6.724470361306606e-4	0.6560654474341984	0.9790755787452324	0.9703722727198568	0.30438393281970183	0.0010754975575771875	0.13803419181012344
PSMB4	4	0	0	0	5	0	0	0	14.622903881628433	0.033313296177912344	0.4158207238331436	0.08567913158377638	0.0012397988510334389	0.6344650149133843	0.9790755787452324	0.8985716122782615	0.3220586851493135	0.0010781775360149126	0.13803419181012344
SH3GL2	0	11	0	0	0	320.59215263746995	0	0	0	3.610376707685603e-5	0.927663394884745	1.0697524964720095e-4	1	0.01003891031977037	0.9790755787452324	0.02191753956982231	1	0.0010850406569538062	0.13803419181012344
IFI30	0	1	0	0	6	37.843866101678486	0	0	18.52622882214279	0.20727300458944753	0.9408617841979842	0.43272258663038365	2.611829469078526e-4	0.6849084872670016	0.9790755787452324	0.9950479874714564	0.18890985332897378	0.0011401374524731	0.14410152840867807
COL1A2	2	2	1	2	12	0.5076509358589247	7.127514121925246	7.127514121925246	6.80334079642698	0.4991170515756518	0.032747462940815764	0.020948849899286914	0.005453335181488521	0.8735743078703122	0.8900320297204208	0.7830487305546385	0.5415495712882274	0.0011512303493879106	0.1445648227128148
CD151	0	1	0	0	6	36.1394497811759	0	0	18.30741509589701	0.2152362895936788	0.9363120035126808	0.44200523838129635	2.753517706918576e-4	0.6849084872670016	0.9790755787452324	0.9950479874714564	0.18890985332897378	0.0012187603264134372	0.15206378841866117
USF2	0	3	0	0	6	78.26912578851459	0	0	13.285952669593831	0.04426168805643049	0.9345590905165266	0.11607924304868966	0.0010741796515591443	0.6560654474341984	0.9790755787452324	0.9259316552563779	0.3220586851493135	0.0012456128349157547	0.15355971701492718
CYC1	1	0	0	0	7	0	0	0	16.641402883693704	0.25168107119566785	0.7144369753365996	0.5000022008281972	2.495825992738289e-4	0.6849084872670016	0.9790755787452324	0.9950479874714564	0.18890985332897378	0.0012465287345025944	0.15355971701492718
CTSA	1	0	0	0	9	0	0	0	13.978206716506536	0.22501926240914027	0.6270683605312575	0.4511556046444356	2.814624818403329e-4	0.6849084872670016	0.9790755787452324	0.9950479874714564	0.18890985332897378	0.0012662089421212608	0.15403795473902787
TAS2R43	0	3	2	0	2	106.63729857150553	1039.4062180832086	1039.4062180832086	5.00008971436327	0.02426389618120195	5.039819175399751e-4	0.0015368669919497702	0.08262699978026267	0.6079574717268228	0.22812800099995525	0.16580415816735297	1	0.0012662388387918444	0.15403795473902787
MGAT4B	1	3	0	0	10	2.572290703057641	0	0	13.741381307204021	0.37660638177739547	0.6388649840394549	0.5498750252601061	2.3301628054876175e-4	0.730688458424564	0.9790755787452324	0.9950479874714564	0.18890985332897378	0.0012764891687200297	0.1543204048445134
PRH2	0	8	0	0	0	389.57210961530785	0	0	0	3.175481549722026e-5	0.9462290053134126	1.297042111543245e-4	1	0.008957619258520219	0.9790755787452324	0.02576084455007931	1	0.0012905898456926357	0.15506197997877447
RAD23A	0	3	0	0	6	82.65767349162375	0	0	12.774954489994068	0.04000578126998	0.93231287948995345	0.10520250805740661	0.001257524664578084	0.6477767389069294	0.9790755787452324	0.9127645416162344	0.3220586851493135	0.001313750114915413	0.15643857827027655
QARS1	1	2	0	0	13	1.4037646750921988	0	0	12.983480379435552	0.7755247779764072	0.5642981873699922	0.7748616314769513	1.7136530252952239e-4	0.9515866181917966	0.9790755787452324	0.9950479874714564	0.1667727124217312	0.0013181220117306491	0.15643857827027655
PNPLA6	6	1	0	0	12	0.10397286134503647	0	0	6.758842201101513	0.009486834461219229	0.21140038722648768	0.024001824923259862	0.005603658973535546	0.5004112356454501	0.9790755787452324	0.8447947925973416	0.5453480913044793	0.0013334083282993126	0.15729369516374436
PSMC4	1	0	0	0	8	0	0	0	14.797401541313734	0.23604862809488314	0.6766892566203211	0.47366988699034374	2.927231673248777e-4	0.6849084872670016	0.9790755787452324	0.9950479874714564	0.18991879096038064	0.00137039215004231	0.16068260727965977
MAGEC1	11	43	0	0	4	2.6650597415123185	0	0	2.7122096438365944	0.0015633456250694344	0.18163975860718995	0.0010940231548450807	0.12817584368944562	0.17487907612845674	0.9790755787452324	0.12750938135272247	1	0.0013843587475266261	0.16134825546022905
SLC29A1	0	3	0	0	7	75.37885138702818	0	0	11.871110153356998	0.047398619391150865	0.9306477248571282	0.12128258286597793	0.0011645841187661319	0.6560654474341984	0.9790755787452324	0.9271573565187952	0.3220586851493135	0.0013933730803513678	0.1614322240235656
ATP5F1B	11	2	0	0	5	0.1634913486624922	0	0	7.311451940814216	0.00504272370840908	0.19996266440321364	0.01226196602176155	0.012129161117666258	0.3742491132764591	0.9790755787452324	0.6199140432404333	0.7264061292130956	0.0014595204522789285	0.16809530226720154
CTAGE15	0	14	0	0	1	250.13345408426846	0	0	0.9961618325530935	9.893103298252992e-5	0.9338538463472128	3.0839660762915777e-4	0.49253270800558613	0.020485038574169813	0.9790755787452324	0.049162466797061294	1	0.0014874082684148693	0.16977678766644075
TUBB4B	8	0	0	0	3	0	0	0	5.213098020580539	8.180301716088634e-4	0.37357597330516645	0.0030285428096249456	0.05039708873897625	0.11134363119017424	0.9790755787452324	0.2748723086053706	1	0.0014938629104084278	0.16977678766644075
MUC5B	37	28	0	1	15	0.40563105523997883	0.2877665882025359	0.2877665882025359	2.0172147468149584	2.967933968748282e-4	0.1289999130991104	9.977224558295195e-4	0.15371119742430037	0.048433015110941176	0.9790755787452324	0.11841262122113273	1	0.0015002880948740138	0.16977678766644075
EIF1AX	0	7	0	0	0	409.20724723729785	0	0	0	4.0270607609027564e-5	0.9397525713919364	1.5481362232172557e-4	1	0.01073735762331661	0.9790755787452324	0.029834577671980857	1	0.0015130382103452078	0.17022991749224928
CROCC	5	36	0	0	1	4.07366529174973	0	0	0.3840504983777536	4.957879806966048e-4	0.22610905888219723	2.4032835508713823e-4	0.7090066988698923	0.07480633531999004	0.9790755787452324	0.041032904415930334	1	0.0016489740006168097	0.18445764337934242
CCT2	1	0	0	0	9	0	0	0	13.0132931931656	0.20495637272369371	0.6212288706447371	0.42248760387817075	4.094863443441318e-4	0.6849084872670016	0.9790755787452324	0.9950479874714564	0.23894300985683262	0.0016715890395746502	0.1859189089501771
DDX5	5	1	0	0	8	0.1574145941990427	0	0	10.081481700504803	0.046360917529649215	0.27173876771252337	0.09874562555444588	0.001774426693551896	0.6560654474341984	0.9790755787452324	0.9051202651492054	0.3693293475644507	0.0016907527838705416	0.18674693064281395
KMT2C	46	70	10	5	23	0.6130679918602456	1.3539571892472886	1.3539571892472886	3.587305258946479	0.011588122021950698	0.3209739964208558	0.004506531769726152	0.03921380292148749	0.522930356552479	0.9790755787452324	0.359488255598155	1	0.0017037324903885764	0.18674693064281395
OR11H12	1	13	0	0	0	17.417206251836493	0	0	0	5.075926430675448e-5	0.7424524295528713	1.7719103498803346e-4	1	0.012666388723931657	0.9790755787452324	0.03381221867654003	1	0.0017078171832316524	0.18674693064281395
IGFN1	46	46	1	0	1	0.4620747126367675	0.15020773559136777	0.15020773559136777	0.20895494896907704	2.531364804343461e-4	0.00865293021324165	2.222128305352511e-4	0.8130972124805599	0.04284389961020968	0.8900320297204208	0.039453848859904876	1	0.0017379271773906302	0.18897773508788393
SSU72L2	0	8	0	0	0	377.07130689422274	0	0	0	3.812994658158875e-5	0.9641313864564132	1.8219730828095138e-4	1	0.010452975778366808	0.9790755787452324	0.034429984547382886	1	0.0017509927186132312	0.1893406793060441
PLTP	0	2	0	0	8	45.866596460784194	0	0	12.55083248139768	0.12558964108796444	0.9295559903407971	0.28122816991126043	6.566479621692539e-4	0.678585944463896	0.9790755787452324	0.9950479874714564	0.30430942703957997	0.001772248916642738	0.18988745822814726
SRM	1	0	1	0	5	0	12.178840614162496	12.178840614162496	12.789008345318596	0.274716913078078	0.10949636427732379	0.09220923712762019	0.002006883565147049	0.6849084872670016	0.9790755787452324	0.8990683190035618	0.3693293475644507	0.0017755609020511098	0.18988745822814726
